Seguidores_autor,Tweets_autor,Texto,Fecha,Retweets,Respuestas,Likes,Cant_citas,Fuente,Hora,Mes,Long_Texto
396,2506,Testimonios 💬José Luis Molina se recuperó de Covid-19 en el HIGAJunín y después del tiempo prudencial que indican las autoridades sanitarias logró recibir la primera dosis de la vacuna. 💪,2021-06-03,0,1,1,0,Twitter for Android, 16hs,Junio,187
1875,43589,"Genteee ya pueden tramitar su registro para recibir la vacuna Covid-19, mayores de 18 años SIN PATOLOGÍA DE RIESGO👇🏾👇🏾👇🏾",2021-06-03,3,0,8,0,Twitter for Android, 15hs,Junio,120
284,1640,La vacuna producida en los laboratorios Richmond en la Provincia de Buenos Aires supero los estándares de calidad y así el Instituto Gamaleya Ruso dio el ok para que arranque la producción de la sputnik v en Argentina ✌️✌️...Vacuna Covid VacunaArgentina Argentina Sputnik,2021-06-03,1,0,4,1,Twitter for Android, 14hs,Junio,271
389,24125,"Hoy vi a tres conocidos, amigos de mi edad y más jóvenes recibiendo la vacuna del Covid. Felicidad. La Luz al final del túnel.",2021-06-03,0,0,2,0,Twitter for iPhone, 14hs,Junio,126
551,2660,"ℹ Aquellos vecinos y vecinas que hayan obtenido su certificado durante las jornadas del 1 y 2 de junio en las sedes del municipio, podrán recibir la primer dosis de la vacuna contra Covid-19 en 📍Estadio Ruca Ché el día 🗓Viernes 4 de Junio a partir de las ⏰08:00 am.",2021-06-03,1,1,4,0,Twitter for Android, 14hs,Junio,265
578,32553,Mi papá superó el covid de la mejor manera posible y ENCIMA este fin de semana se vacuna mi mamaaaaaaaa🥰❤❤❤❤,2021-06-03,0,0,7,0,Twitter for Android, 14hs,Junio,108
357,25920,Ampros dice que sólo el 35% de los profesionales de la salud tiene las dos dosis de la vacuna contra el Covid.Preocupante,2021-06-03,0,0,1,0,Twitter for Android, 12hs,Junio,121
476,17436,"Nunca tuve covid hasta hoy, me tengo que ir a vacunar en unas horas, ME LLEGAN A AGARRAR LOS SÍNTOMAS POR LA VACUNA Y ROMPO TODO",2021-06-03,0,0,0,0,Twitter for Android, 12hs,Junio,128
99,8341,Ayer me puse la vacuna del covid y hoy me siento re bajoneado... Y lejos de flor y bauty,2021-06-03,0,0,0,0,Twitter for Android, 11hs,Junio,88
77,715,COVID-19 - Vacunas administradas 2021  vía,2021-06-03,0,0,0,0,Twitter for Android, 11hs,Junio,42
807,61905,Mañana a las 8 la tengo que acompañar a mi vieja para su primera dosis de la vacuna pal covid 10/10,2021-06-03,0,0,0,0,Twitter for Android, 05hs,Junio,99
1957,8724,Inscripciones en  Comenzaron los ensayos de una vacuna anticovid de origen vegetal,2021-06-03,37,38,68,6,Twitter for iPhone, 02hs,Junio,82
149,8170,Cuando tiempo.debe pasar para colocarse la vacuna contra el covid despues que uno tuvo covid o ya no se debe colocar la vacuna,2021-06-03,0,1,0,0,Twitter for Android, 00hs,Junio,126
908,24657,"Alguien sabe cuando se puede vacunar una persona que tuvo covid leve casi sin síntomas?  Mi mamá lo paso así, fue por un poco de congestion a un detectar  y le llego el turno de la vacuna. Que hacemos?",2021-06-02,0,3,0,0,Twitter for Android, 23hs,Junio,201
36,1971,Dentro de poco voy a recibir la vacuna contra el covid-19 ✌️🇷🇺,2021-06-02,0,0,2,0,Twitter for Android, 23hs,Junio,62
434,5801,"Tanto esperar el turno de la vacuna para mis viejos, y llega cuando tenemos covid. Pero que semana de mierda",2021-06-02,0,0,10,0,Twitter for Android, 22hs,Junio,108
2036,130842,Habiendo cursado el Covid.. Y dada de alta el 20 de mayo según un doctor debo darme la vacuna ya según otro debo esperar 90 días porque dice que tengo anticuerpos cuál es el camino correcto que debo tomar muchas gracias,2021-06-02,0,1,1,0,Twitter for iPhone, 22hs,Junio,219
1242,15642,Mi papá siendo pacientes de riesgo mañana se pone la primera dosis de la vacuna contra el Covid... Que feliz me pone👏❤️,2021-06-02,0,0,4,0,Twitter for Android, 22hs,Junio,119
4944,15542,"ARGENTINA COMIENZA LA FABRICACION DE LA VACUNA  CONTRA  EL COVID  SPUTNIK V.GRACIAS ALBERTO , GRACIAS CRISTINA, GRACIAS AXEL, GRACIAS LEO",2021-06-02,0,0,1,0,Twitter for Android, 19hs,Junio,137
1022,37386,"Lo bueno es que tenemos una ministra de Salud que fracasa en la campaña de vacunación, pero nos diagnostica: lo que nos pasa con la vacuna Pfizer es una obsesión. Ahora solo nos queda tratarnos y rezar para sobrevivir al Covid. Sin obsesionarnos, claro.",2021-06-02,0,2,2,0,Twitter for Android, 19hs,Junio,253
2686,24075,"La anoté a mí vieja hace 3 semanas para que le dieran la vacuna para covid ya que es de riesgo, en ese momento tenía todo ideal (sufre de inmunidad por purpura) y aún no le dan el turno. La semana pasada empezó con petequias, ahora no la puede recibir ya que dudan del efecto.",2021-06-02,0,1,2,0,Twitter for Android, 17hs,Junio,276
822,17739,"Les doy un consejo , si van a ponerse la vacuna del covid , háganlo en su brazo menos hábil porque duele como la concha de la lora",2021-06-02,0,2,10,0,Twitter for Android, 16hs,Junio,130
174,1336,"Buenas gente!!! Empecé aislamiento ayer por síntomas. Soy docente del secundario o nivel Medio, aún no recibí ninguna vacuna. El tema es que los síntomas se agravaron. Recién el domingo tengo hisopado, esperemos que no sea covid, sino una gripe. Abrazo grande.",2021-06-02,0,0,0,0,Twitter for Android, 16hs,Junio,260
83,612,"Está mañana recorrimos distintos puntos del B° La Favorita, buscando a las personas mayores de 50 años que les corresponde la vacuna contra el covid-19, pero aún no se inscribieron. Charlando, contenido y llevándole una solución concreta a los vecinos de .",2021-06-02,0,1,4,0,Twitter for Android, 16hs,Junio,256
3660,22208,"EXCELENTE NOTICIAEn la Provincia de Buenos Aires, la Sputnik-V tiene una efectividad con una sola dosis de 78,6% para evitar casos y un 87,6% para evitar hospitalizaciones por COVID-19. Es el primer estudio fuera de Rusia sobre el impacto de la vacuna en la vida real 💪🇦🇷💉",2021-06-02,2,0,12,0,Twitter for Android, 15hs,Junio,272
59,5199,"Buen día mucho no entiendo este sistema ojalá sea privado..es por la vacuna de la gripe, yo me vacune del covid el 26/4/si todavía no me toca la segunda dosis le.paso mi documentación",2021-06-02,0,0,0,0,Twitter for Android, 14hs,Junio,183
1406,17007,"El lobby por Pfizer que hacen los medios y políticos macirstas es increíble, ni que fuera la única vacuna del mundo (tampoco es la mejor). Argentina no habrá llegado a un acuerdo con ese laboratorio pero sí con otros cuyas vacunas son de igual o mayor eficaces contra el covid",2021-06-02,1,0,2,0,Twitter for Android, 13hs,Junio,276
107,2949,Esto de la vacuna del covid ya no me agrada con lo mal que me siento 😭,2021-06-02,0,0,0,0,Twitter for Android, 09hs,Junio,70
404,78595,Igual que vos.. Pero calculo que si hubiera una segunda o tercera vez sea menos fuerte.Pero me anoté igual. Entiendo que tiene que haber un lapso entre el ultimo covid y la vacuna,2021-06-02,0,0,0,0,Twitter for Android, 02hs,Junio,179
1640,266231,"1 1969 En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-02,2,0,5,0,Twitter for Android, 02hs,Junio,284
1428,46314,"Mañana a madre le dan la vacuna del covid , estoy asi 😍🤩🤞👏😁",2021-06-02,0,0,8,0,Twitter for Android, 01hs,Junio,59
2066,31606,"_09 Antes del covid o sars éramos normales,hoy nos tienen que poner andador para que caminemos, claro ese andador se llama vacuna y bueno si plan cunitas se fue a la mierda y las vacunas con suerte se terminan de dar en el '23 y el barbijo vino pa quedarse",2021-06-02,0,0,1,0,Twitter for Android, 01hs,Junio,256
1640,266231,"Y los q recibieron Sputnik no saben q les esperaQueremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,2,0,4,0,Twitter for Android, 23hs,Junio,258
27698,287521,"Ey, apuren con la SPutnik""Deuda Sputnik"": sólo el 14% recibió la segunda dosis de la vacuna rusa contra el Covid y qué puede pasar -",2021-06-01,1,0,2,0,Twitter for Android, 22hs,Junio,132
1,22,Probarán en Córdoba una nueva vacuna contra el Covid-19 - Radioinforme 3 - Cadena 3 Argentina,2021-06-01,0,0,0,0,Twitter for Android, 22hs,Junio,93
32,3366,"La única verdad es la vacunaDe. E. Travissono:A partir. Del 2021 es Covid-19 es una enfermedad evitable, las vacunas previenen los estadios graves de la enfermedad y disminuye la mortalidad.",2021-06-01,0,0,0,0,Twitter for Android, 21hs,Junio,190
3405,10450,"Estamos muy contentos, hoy Pedro fue el vecino que recibió la Vacuna número 6.000 de la primera dosis contra el Covid. Mi agradecimiento para el Presidente   y el Gobernador  por permitirnos dar esta respuesta.",2021-06-01,0,0,4,0,Twitter for Android, 20hs,Junio,210
1640,266231,"24COM En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,1,0,2,0,Twitter for Android, 20hs,Junio,283
24337,119097,Cantidad de personas vacunadas con al menos una dosis de vacuna COVID-19 en cada país al 31/05/2021.Argentina figura en el puesto nro. 15 en el mundo. Datos NO opinión.,2021-06-01,20,1,30,2,Twitter for Android, 20hs,Junio,168
250,12425,"Me anoté para la vacuna contra el covid, me falta para los refuerzos de la neumonía y gripes.Mentira que soy paciente de recontra riesgo.",2021-06-01,0,0,1,0,Twitter for Android, 20hs,Junio,137
1202,19910,"Holaaaa alguien me puede recordar cuanto tiempo debe pasar luego de ser Covid positivos, para colocarse vacuna ? Sea 1er dosis o 2da dosis??",2021-06-01,0,2,0,0,Twitter for Android, 19hs,Junio,140
551,2660,La Municipalidad de Neuquén en conjunto con el Hospital Castro Rendón realizó una campaña de medición del Índice de Masa Corporal (IMC) con el objetivo de detectar aquellas personas que tienen prioridad para acceder a la vacuna COVID-19 por tener un IMC mayor a 35.,2021-06-01,1,1,2,0,Twitter for Android, 19hs,Junio,265
294,14589,"No Fernández tiene el carisma de un marido maltratador. Te dice que te cuida del covid, por eso te encierra, pero te esconde la vacuna y te la negocia por tu voto. 😄😅😂🤮",2021-06-01,0,0,0,0,Twitter for Android, 18hs,Junio,168
1640,266231,"verificar vacunas q trae el gob nacional sirven: q contienen los frascos Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, con q vacuna y dosisEs importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,1,1,1,0,Twitter for Android, 18hs,Junio,271
1889,893,"▫️En La Pampa con cada vacuna renovamos la esperanza. Sabemos que falta, pero le estamos dando pelea al COVID.   Vacunas LaPampa MásDerechosParaTodasYTodos",2021-06-01,1,0,4,0,Twitter for Android, 18hs,Junio,155
1640,266231,"_Arg En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,4,1,5,0,Twitter for Android, 17hs,Junio,282
1640,266231,"_noticias   En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,2,0,2,0,Twitter for Android, 17hs,Junio,289
1640,266231,"86 1969 En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,1,0,2,0,Twitter for Android, 17hs,Junio,285
1640,266231,"_Bugman En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,2,0,1,0,Twitter for Android, 17hs,Junio,285
1375,6341,"SputnikVidaA partir de Junio y con la llegada de Rusia de las sustancias activas, empieza la FabricaciónArgentina de la vacuna contra el Covid.Que venga el TurismoSanitario del mundo!Se gobierna con Hechos, no con Globos.Pfizer... LTAReconstrucciónArgentina ⬆️ 🇦🇷",2021-06-01,1,0,1,0,Twitter for Android, 17hs,Junio,263
139,19869,¿Cómo que en la vacuna contra el covid tiene la vacuna contra el covid?,2021-06-01,0,0,0,0,Twitter for Android, 16hs,Junio,71
1640,266231,"64_ En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,3,2,4,0,Twitter for Android, 15hs,Junio,281
6525,6098,"💉 Desde hoy, pueden empadronarse para recibir la primera dosis de la vacuna contra el COVID-19 las personas de entre 18 y 59 años con enfermedades crónicas o condiciones de riesgo. Anotate en  o escribí al WhatsApp de la Ciudad (11-5050-0147).",2021-06-01,1,1,5,0,Twitter for Android, 13hs,Junio,243
1406,17007,"Quienes hayan tendio covid leve o asintomático y luego se vacunen podrían tener inmunidad de por vida. Es una muy buena noticia, por eso es importante vacunarse aunque ya hayas pasado por la enfermedad, la vacuna aumenta el nivel de anticuerpos que hará más duradera la inmunidad",2021-06-01,0,0,0,0,Twitter for Android, 13hs,Junio,279
1640,266231,"1969 Creemos importante saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,2,0,3,0,Twitter for Android, 12hs,Junio,225
1640,266231,"En los demás países q tienen Pfizer, cerraron contratos hace meses.Queremos saber cuántas personas vacunadas contrajeron luego COVID, cuántas necesitaron TI, cuántas fallecieron, y con qué  vacuna y dosisEso es lo importante para evaluar la eficacia d lo q este gobierno compró",2021-06-01,2,0,1,0,Twitter for Android, 12hs,Junio,277
111,1081,"Comenzando junio! Con la 1° dosis de la vacuna para el Covid, bueno cuerpito ahora a generar anticuerpos!! 🤗😉💉",2021-06-01,0,0,2,0,Twitter for Android, 11hs,Junio,110
688,41633,"hola Juan. Nos anotamos este jueves para vacunarnos contra la gripe. 51, 46 y 13 años. De CABA. Sin enfermedades base. Nos vacunamos o esperamos a que abran vacuna covid para esas edades? Nos dijeron en stamboulian que despues de 14 dias esta ok vacuna covid. Gcs.",2021-06-01,0,0,0,0,Twitter for Android, 07hs,Junio,264
147,1624,"_2_27 Gracias por??? Gracias que todavía estamos con vida. El 86% de los muertos por covid no estaba vacunado. Imaginate si se hubieran dado cuenta antes que lo importante era la vacuna, antes que la impunidad de la jefa. Van a volar por los aires.",2021-06-01,0,0,0,0,Twitter for Android, 05hs,Junio,248
761,1200,"Mi primer dosis de la vacuna Covid, me duele todo.",2021-06-01,0,0,2,0,Twitter for Android, 01hs,Junio,50
176,7768,"pueden informar si hay cajeras o repositores de supermercados, que hayan fallecido por el covid? Y que no los vacuna nadie. En todas las actividades hay fallecidos,  sino cerremos todo inclusive los noticieros,  que no son esenciales para nada",2021-05-31,0,0,0,0,Twitter for Android, 22hs,Mayo,243
153,4078,Empleados Viales deberán esperar la vacuna contra el COVID pese a haber presentado el pedido por nota formal desde la entidad gremial en diciembre pasado,2021-05-31,0,1,0,0,Twitter for Android, 22hs,Mayo,153
170,3023,"En días, me dan la vacuna del covid, no me pienso sacar una foto parece que si no te sacas la foto no hace efecto 😂😂😂 caspers",2021-05-31,0,0,0,0,Twitter for Android, 21hs,Mayo,125
1018,9908,"3 meses en general, me dijo mi madre que está en la parte de vacunación de COVID. Creo que igual, depende de la vacuna que te quieras poner, en su momento yo pregunté x la Johnson. Si queres te paso su numero para que te saques las dudas.",2021-05-31,0,1,1,0,Twitter for iPhone, 18hs,Mayo,238
3337,40673,🔴✅Vacunación contra el COVID-19 en La Matanza: Mirá cuántas dosis se aplicaron. Mirá 👇LaMatanza COVIDVacunaVacunaCOVID19Covid_19,2021-05-31,3,0,4,0,Twitter for Android, 17hs,Mayo,128
324,16343,Cuando me di la primer dosis me preguntaron a modo de DDJJ si me habían dado alta Covid hace menos de 15 días ... O aplicado vacuna de gripe o engripada .... Si era SI a alguna de la opciones no pe podía vacunar,2021-05-31,0,0,0,0,Twitter for Android, 17hs,Mayo,211
111,3317,"Super Contento 🥳🥳😀😀 , Hoy Lunes Vacunaron A Mi Papa Contra La Covid 19 Con La Vacuna De Oxford - AstraZeneca Del Reino Unido 🇬🇧.",2021-05-31,0,0,1,0,Twitter for Android, 15hs,Mayo,128
862,55228,"27 17  Amigo... ahí dice muy clarito en Inglés ""% d gente que recibió al menos una dosis d vacuna para Covid 19""... y Argentina ocupa el lugar 73...",2021-05-31,0,1,0,0,Twitter for Android, 15hs,Mayo,148
1406,17007,"Si ya recibí la primera dosis de la vacuna contra el covid, puedo donar plasma? Me la aplicaron el lunes pasado. Hace dos semanas hice una donación de sangre, hoy me llamaron para decirme que los niveles de anticuerpos dieron bien y quieren que haga la donación de plasma",2021-05-31,0,0,0,0,Twitter for Android, 15hs,Mayo,271
45,2057,"Suponete, te dan $200.000 y te dan a elegir entre comprar la vacuna o comprarte un auto o reparar la casa, en mi caso me compro una vacuna, te agarra el covid y te mata chau tus proyectos!!!",2021-05-31,0,0,0,0,Twitter for Android, 13hs,Mayo,190
3394,142161,"En un poco más de una hora, sale vacuna contra el Covid!",2021-05-31,0,1,8,0,Twitter for Android, 11hs,Mayo,56
183,14429,"Murió mi padrino. La luchó contra el covid hasta lo último. Era joven y sano, y también, un docente más que esperaba su vacuna. Muertes evitables así, hay todos los días. Los jóvenes también se están yendo",2021-05-31,3,2,21,0,Twitter for Android, 03hs,Mayo,205
499,3239,Tas con Covid y te llega el turno para la vacuna!  siempretriunfandobaby,2021-05-30,0,0,1,0,Twitter for iPhone, 23hs,Mayo,72
1358,13197,Si así me trata la vacuna no me imagino el covid😥😥😥😥,2021-05-30,0,0,2,0,Twitter for Android, 23hs,Mayo,52
323,8543,_Dunhill 7391 Ellos ya se vacunaron con las buenas ! Si el resto de los argentinos no muere de Covid! Morira por una vacuna de mierda!! Ahora sabemos “cuál es el plan” se llama EXTERMINIO!,2021-05-30,0,0,1,0,Twitter for iPhone, 23hs,Mayo,188
133,2034,"Hoy mí abuela de dio la primera dosis de la vacuna contra Covid después de haberla pasado tan mal con el puto virus.. y yo no doy más de felicidad 😁, siempre para cuidarte mi viejita como lo quería el tata 🥺...",2021-05-30,0,0,2,0,Twitter for Android, 22hs,Mayo,210
2325,69955,"La vacuna minimiza el riesgo individual de morir por covid, pero hay otro beneficio: el social. Reduce la probabilidad de que se contagien terceros. Cuando alguien se vacuna, pone un granito de arena para proteger a todo el mundo, literalmente.",2021-05-30,0,0,0,0,Twitter for Android, 21hs,Mayo,244
2325,69955,"Porque vacunarse?La vacuna contribuirá a reducir la circulación del virus, las hospitalizaciones y las muertes relacionadas con la COVID-19, y ayudará a restablecer de manera gradual una nueva normalidad.",2021-05-30,3,2,8,0,Twitter for Android, 21hs,Mayo,204
2325,69955,"Los rusos la piensan todas eh!  ¿Puedo tomar alcohol si recibo la vacuna Sputnik V?Sí, mientras sea en forma moderada no hay contraindicación para beber alcohol luego de recibir la vacuna Sputnik V.",2021-05-30,0,0,2,0,Twitter for Android, 21hs,Mayo,198
1472,66060,"Y son quienes, según nuestros funcionarios nacionales, tienen la vacuna para Covid.El peronismo siempre juntándose con lo peor de lo peor.",2021-05-30,0,0,1,0,Twitter for Android, 19hs,Mayo,138
195,3566,"Porque tenes que ser de riesgo para que te apliquen la vacuna? Gente sin ser de riesgo de esta muriendo de covid, hay que vacunar a todos",2021-05-30,0,0,0,0,Twitter for iPhone, 19hs,Mayo,137
111,3317,"Estoy Super Pero Super Contento 😀😀🥳🥳 : Mañana Lunes 31/05/2021 Vacunaran A Mi Papa Contra La Covid 19 En El Polideportivo De La Ciudad De Monteros , Y Tambien En La Semana Vacunaran A Mi Mama Con La 2da Dosis De La Vacuna Sputnik V 🇷🇺 En San Miguel De Tucuman 🥳🥳.",2021-05-30,0,0,1,0,Twitter for Android, 18hs,Mayo,263
125,4852,Me llego al vacuna del covid no se si llorar o reír 😒,2021-05-30,0,0,1,0,Twitter for Android, 18hs,Mayo,53
1270,10217,"Mis viejos con las dos dosis de la vacuna contra el COVID 19. Frente a la campaña orquestada de los odiadores, de los antivacunas y los anticuarentena gracias solamente gracias     AcaEstanLasVacunas BuenosAiresVacunate",2021-05-30,4,0,27,1,Twitter for Android, 17hs,Mayo,219
539,10336,Soy paciente de riesgo por asmático y  enfermedad pulmonar crónica; fui de los primeros en anotarme y hoy me llegó la notificación de que dispongo de mí vacuna contra el Covid-19. Exploto de felicidad ☺️❤️💪🏻✌🏻,2021-05-30,1,1,56,0,Twitter for Android, 17hs,Mayo,209
3337,40673,🔴El abogado penalista Hugo Lopez Carribero partirá el próximo miercoles 2/05 hacia EEUU para recibir la vacuna contra el Covid👇LaMatanza coronavirusEEUU,2021-05-30,1,1,6,0,Twitter for Android, 15hs,Mayo,152
32,1111,"Al principio no quería ni saber de trabajar hoy domingo, pero ver la felicidad de los viejitos recibiendo su vacuna contra el covid me llena el alma. Creo que es los días más lindos desde que trabajo en el hospital.",2021-05-30,0,0,0,0,Twitter for Android, 12hs,Mayo,215
644,32558,"3 Si siguen con síntomas más de 3 días vayan a hisoparse, yo me vacune el martes 18 y arranque con síntomas el miércoles, pensando que era la vacuna y era covid",2021-05-30,0,1,4,0,Twitter for Android, 12hs,Mayo,160
222,3994,Nos llegó el turno para la primer dosis de la vacuna del covid y mi felicidad es al 100%,2021-05-30,0,0,1,0,Twitter for Android, 02hs,Mayo,88
98,1028,"📈 Según cifras oficiales, más del 50% de los rivadavienses inscriptos ya recibieron al menos una dosis de la vacuna contra el COVID✅ El personal de salud en su totalidad y parte de los trabajadores esenciales ya recibieron las dos dosis",2021-05-29,1,1,1,0,Twitter for Android, 23hs,Mayo,236
16,268,Feliz con la segunda dosis de la vacuna contra el covid 😁!!,2021-05-29,0,0,0,0,Twitter for Android, 22hs,Mayo,59
1022,37386,"En la peor semana del Covid en país, con récords de muertes y contagios, ¿dónde está la ministra de Salud? En Cuba, acordando con el régimen totalitario la elaboración conjunta de una posible vacuna cubana aun inexistente. Y visitó a una sobrina de Santucho. Queda claro, ¿no?",2021-05-29,3,1,9,0,Twitter for Android, 21hs,Mayo,276
2333,94983,Mi hermano 1 dosis  Spurnik V. Cuña 2 de Sinopharm. Y mi sobrina 30 años sin vacuna Todos covid. Protocolo quédate en casa y vamos viendo. Med cabecera ni lo medica ni nada. ESTAMOS EN MANOS DE DIOS.,2021-05-29,0,0,0,0,Twitter for Android, 21hs,Mayo,199
1166,3961,"VacunatePBA 💉 Junto a las y los trabajadores de , fuimos parte del operativo de inscripción a la vacuna contra el COVID que realizaron todas las áreas del . Es importante ayudar a quien aún no pudo anotarse. La vacuna es el futuro 💉.Vacunate",2021-05-29,2,0,10,1,Twitter for iPhone, 21hs,Mayo,241
241,4363,El único país de Latinoamérica que desarrolla y produce vacuna contra el Covid-19.Eso es soberanía.En un país bloqueado internacionalmente desde 1959.,2021-05-29,0,0,0,0,Twitter for Android, 21hs,Mayo,150
392,9906,"Según Alita, la Sputnik no genera anticuerpos. Si está es la vacuna q se utilizó para el personal de salud, el más expuesto al COVID, imagino q entonces el grueso de los contagios se da en ese ambito, y por ende, gran % de los fallecidos también. I N C O M P R O B A B L E ‼️‼️",2021-05-29,0,4,0,0,Twitter for Android, 19hs,Mayo,277
19926,289017,"1 Hoy a la mañana fui a hisoparme .Porque tengo un estado gripal fuerte ,más fiebre y decaida .El miércoles proximo tenia q colocarme la vacuna antigripal. Ahora la tengo q posponer .Más tarde tendré el resultado .Segura que no es Covid ,Me hicieron hisopado de garganta y nariz .",2021-05-29,1,0,0,0,Twitter for Android, 18hs,Mayo,280
1887,41922,"87957612 Fuerzas y te entiendo, me acobo de enterar que mí cuñada dio positivo en covid y sin ninguna vacuna..ni gripe, ni neumonía, ni covid, vive en Merlo San Luis..con mí hermano..tienen 50 años, temo x ellos..fuerzas q saldrán adelante.",2021-05-29,0,0,0,0,Twitter for Android, 16hs,Mayo,240
5205,61502,"Señores, Vacuna Covid 19, Sputnik V en el Luna Park. Impecable atención, organización gracias    CABA dando ejemplo",2021-05-29,1,0,5,0,Twitter for Android, 16hs,Mayo,115
29,5046,"MASSALUD tengo 74 años Vacunada en 2/4 con 1ra ds SPUTNIK V, EL 4/5 X ""SABER"" PIDO HISOPADO=  POSITIVO COVID  ASINTOMATICO,aislamiento 10 días, no me citan 2da Dosis, debo hacer tests AC????? RECHAZO CONVINAR CON OTRA VACUNA.",2021-05-29,0,0,0,0,Twitter for Android, 15hs,Mayo,225
636,45459,"Me llegó el turno para la vacuna del covid, y la gente en vez de ponerse contenta, pregunta ¿Qué tenes?.No sean ese tipo de gente, gracias.",2021-05-29,0,0,0,0,Twitter for Android, 14hs,Mayo,139
288,3953,"Hoy recibieron la Segunda Dosis de la vacuna contra el Covid mis Papás, de 89 y 87 años.!!! Gracias mil    y equipo!!!!",2021-05-29,0,0,1,0,Twitter for Android, 14hs,Mayo,119
418,6698,"A la distancia las cosas se ven distintas. En nuestra provincia de Bs As . El gobierno vacuna a los propios ,gente joven q' ya tiene las dos dosis. Usted conoce muchos Radicales ya vacunados ? En los últimos días el covid-19 dejó de ser una gripe . Es más dañino. Son canallas .",2021-05-29,0,0,1,0,Twitter for Android, 13hs,Mayo,278
272,6331,Falleció William Shakespeare por la vacuna contra el  CovidQue alguien les avise a Romeo y Julieta que no se vacunen........,2021-05-29,1,0,1,0,Twitter for Android, 11hs,Mayo,124
131,11545,"Mi primo le puso la vacuna del covid al perro, esta re demente este ajajajajajajjajajaajjaa",2021-05-29,0,0,0,0,Twitter for Android, 04hs,Mayo,91
805,14381,"Se imaginan ir a un farmacity comprar la vacuna del covid, ponersela y chau??? 3er mundo cheeeeek",2021-05-29,0,0,13,0,Twitter for Android, 02hs,Mayo,97
366,3885,podrían excluirme  las deducciones de los sindicatos de mí recibo de sueldo y suplantarme  cómo  colaboración para la vacuna para COVID 19. Prefiero eso a qué unos zánganos me vivan.,2021-05-28,0,0,0,0,Twitter for Android, 21hs,Mayo,182
1320,65707,Hoy es un gran día! Mi viejo tiene turno para la vacuna contra el covid-19,2021-05-28,0,0,4,0,Twitter for Android, 21hs,Mayo,74
430,2700,"Si vas a atenderte al médico 👨‍⚕️ y este aprovecha para decirte que la covid es falsa ❌ o que la vacuna está hecha con fetos abortados 👼, es posible que sea parte de esta organización mundial de médicos que mienten y desinforman 😱⛔ No les creas y mírate este video 👇🎬💉",2021-05-28,0,0,6,0,Twitter for Android, 20hs,Mayo,268
281,1143,"Angel y Oscar Romero, los primeros vacunados de San LorenzoLos gemelos paraguayos recibieron la primera dosis de la vacuna contra el Covid en la previa de su participación en las Eliminatorias y la Copa América.",2021-05-28,1,0,1,0,Twitter for Android, 20hs,Mayo,211
281,1143,"Gabriel Ávalos, jugador de  recibió la primera dosis de la vacuna contra el Covid en la previa de su participación en las Eliminatorias y la Copa América.",2021-05-28,0,0,1,0,Twitter for Android, 20hs,Mayo,154
281,1143,"David Martínez, el primer jugador vacunado de RiverEl defensor recibió la primera dosis de la vacuna contra el Covid-19 en la selección de Paraguay.",2021-05-28,0,0,1,0,Twitter for Android, 20hs,Mayo,148
